element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,GW,minutes_played,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,Cost,transfers_balance,selected,transfers_in,transfers_out
1,2,20,0,True,2024-08-17 14:00:00+00:00,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.5,0,2923,0,0
1,11,2,0,False,2024-08-24 16:30:00+00:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.5,-790,2321,84,874
1,21,5,0,True,2024-08-31 11:30:00+00:00,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.4,-279,2397,355,634
1,39,18,0,False,2024-09-15 13:00:00+00:00,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.4,-747,1650,0,747
1,47,13,0,False,2024-09-22 15:30:00+00:00,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.4,-174,1494,0,174
1,51,11,0,True,2024-09-28 14:00:00+00:00,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.4,-110,1387,0,110
1,61,17,0,True,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.4,-75,1312,0,75
2,2,20,0,True,2024-08-17 14:00:00+00:00,2,0,1,5,0,0,0,0,0,0,0,1,0,0,0,1.0,0.2,0.8,0.0,0.1,0,0.00,0.00,0.00,0.15,7.0,0,199810,0,0
2,11,2,0,False,2024-08-24 16:30:00+00:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,6.9,-53975,176166,12170,66145
2,21,5,0,True,2024-08-31 11:30:00+00:00,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,6.8,-72583,106691,3238,75821
2,39,18,1,False,2024-09-15 13:00:00+00:00,0,1,4,10,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.13,6.8,-27513,82577,1997,29510
2,47,13,0,False,2024-09-22 15:30:00+00:00,2,2,5,3,0,0,0,1,0,0,0,1,0,0,0,3.0,10.0,0.0,0.0,1.0,0,0.00,0.00,0.00,0.69,6.8,1642,89599,7682,6040
2,51,11,1,True,2024-09-28 14:00:00+00:00,4,2,6,1,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,0.0,17.0,1.9,0,0.11,0.00,0.11,0.00,6.8,2362,95619,10600,8238
2,61,17,1,True,2024-10-05 14:00:00+00:00,3,1,7,59,0,0,0,1,0,0,0,0,0,0,0,9.0,1.8,31.5,16.0,4.9,1,0.38,0.06,0.44,0.32,6.8,-1821,97477,6898,8719
3,2,20,6,True,2024-08-17 14:00:00+00:00,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,22.0,13.8,1.4,8.0,2.3,1,0.12,0.02,0.14,0.47,6.0,0,1167503,0,0
3,11,2,6,False,2024-08-24 16:30:00+00:00,0,2,2,90,0,0,1,0,0,0,0,1,0,0,1,25.0,21.4,1.9,0.0,2.3,1,0.00,0.02,0.02,1.28,6.0,-25184,1248259,36723,61907
3,21,5,2,True,2024-08-31 11:30:00+00:00,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,17.0,20.8,20.8,9.0,5.1,1,0.12,0.01,0.13,1.83,6.0,853,1296327,86679,85826
3,39,18,15,False,2024-09-15 13:00:00+00:00,0,1,4,90,1,0,1,0,0,0,0,0,0,0,3,40.0,58.0,0.7,35.0,9.4,1,0.27,0.00,0.27,0.74,6.0,-115425,1208425,61041,176466
3,47,13,7,False,2024-09-22 15:30:00+00:00,2,2,5,90,1,0,0,2,0,0,0,0,0,0,0,15.0,56.6,0.8,40.0,9.7,1,0.49,0.01,0.50,2.16,6.0,131837,1375740,171534,39697
3,51,11,1,True,2024-09-28 14:00:00+00:00,4,2,6,90,0,0,0,2,0,0,0,0,0,0,0,7.0,19.6,7.3,57.0,8.4,1,0.27,0.05,0.32,0.32,6.1,1006599,2452527,1038827,32228
3,61,17,2,True,2024-10-05 14:00:00+00:00,3,1,7,90,0,0,0,1,0,0,0,0,0,0,0,5.0,4.6,3.7,16.0,2.4,1,0.20,0.04,0.24,0.65,6.2,328472,2805003,382083,53611
4,2,20,12,True,2024-08-17 14:00:00+00:00,2,0,1,90,1,1,1,0,0,0,0,0,0,0,3,48.0,54.8,24.1,46.0,12.5,1,0.45,0.04,0.49,0.47,8.0,0,1087445,0,0
4,11,2,2,False,2024-08-24 16:30:00+00:00,0,2,2,90,0,0,1,0,0,0,0,0,0,0,0,-2.0,0.0,6.1,15.0,2.0,1,0.21,0.03,0.24,1.28,8.1,285826,1638743,350954,65128
4,21,5,8,True,2024-08-31 11:30:00+00:00,1,1,3,90,1,0,0,1,0,0,0,0,0,0,2,34.0,47.0,24.8,30.0,10.2,1,0.77,0.05,0.82,1.83,8.1,63441,1755160,307787,244346
4,39,18,2,False,2024-09-15 13:00:00+00:00,0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,9.0,19.2,5.4,36.0,6.1,1,0.14,0.00,0.14,0.74,8.1,-8676,1804099,301692,310368
4,47,13,2,False,2024-09-22 15:30:00+00:00,2,2,5,90,0,0,0,2,0,0,0,0,0,0,0,8.0,15.0,0.0,17.0,3.2,1,0.06,0.00,0.06,2.16,8.1,-82509,1733362,108350,190859
4,51,11,6,True,2024-09-28 14:00:00+00:00,4,2,6,90,1,0,0,2,0,0,0,0,0,0,0,25.0,35.6,8.5,100.0,14.4,1,1.89,0.04,1.93,0.32,8.2,201708,1961057,419703,217995
4,61,17,8,True,2024-10-05 14:00:00+00:00,3,1,7,90,1,0,0,1,0,0,0,0,0,0,2,34.0,37.6,14.9,82.0,13.5,1,0.77,0.04,0.81,0.65,8.2,177244,2162410,293506,116262
5,2,20,0,True,2024-08-17 14:00:00+00:00,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,0,7300,0,0
5,11,2,0,False,2024-08-24 16:30:00+00:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-1230,6016,0,1230
5,21,5,0,True,2024-08-31 11:30:00+00:00,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-706,5334,0,706
5,39,18,0,False,2024-09-15 13:00:00+00:00,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-495,4862,0,495
5,47,13,0,False,2024-09-22 15:30:00+00:00,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-226,4663,0,226
5,51,11,0,True,2024-09-28 14:00:00+00:00,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-325,4331,0,325
5,61,17,0,True,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-188,4153,0,188
6,2,20,1,True,2024-08-17 14:00:00+00:00,2,0,1,21,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.8,8.0,0.8,0,0.02,0.01,0.03,0.15,5.5,0,73714,0,0
6,11,2,6,False,2024-08-24 16:30:00+00:00,0,2,2,78,0,0,1,0,0,0,0,0,0,0,0,24.0,3.4,4.7,2.0,1.0,1,0.00,0.01,0.01,1.12,5.5,-7683,77673,4299,11982
6,21,5,1,True,2024-08-31 11:30:00+00:00,1,1,3,79,0,0,0,1,0,0,0,1,0,0,0,3.0,12.8,10.6,4.0,2.7,1,0.00,0.02,0.02,1.55,5.5,14520,102931,28883,14363
6,39,18,5,False,2024-09-15 13:00:00+00:00,0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,20.0,13.4,1.1,7.0,2.2,1,0.05,0.01,0.06,0.74,5.5,-76,106693,18538,18614
6,47,13,2,False,2024-09-22 15:30:00+00:00,2,2,5,90,0,0,0,1,0,0,0,0,0,0,0,3.0,12.0,0.0,0.0,1.2,1,0.00,0.00,0.00,1.68,5.5,13706,124508,23432,9726
6,51,11,4,True,2024-09-28 14:00:00+00:00,4,2,6,90,0,1,0,2,0,0,0,0,0,0,0,25.0,45.6,82.8,11.0,13.9,1,0.21,0.12,0.33,0.32,5.5,48216,177548,71786,23570
6,61,17,0,True,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.5,30152,211295,60564,30412
7,2,20,0,True,2024-08-17 14:00:00+00:00,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,0,25861,0,0
7,11,2,0,False,2024-08-24 16:30:00+00:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-4149,28506,2615,6764
7,21,5,0,True,2024-08-31 11:30:00+00:00,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.9,-3634,27279,3276,6910
7,39,18,2,False,2024-09-15 13:00:00+00:00,0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,0.0,0.4,1.8,0.0,0.2,1,0.00,0.00,0.00,0.74,4.9,-982,28424,4753,5735
7,47,13,0,False,2024-09-22 15:30:00+00:00,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.9,-91,29155,2335,2426
7,51,11,0,True,2024-09-28 14:00:00+00:00,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.9,-1446,28147,1712,3158
7,61,17,2,True,2024-10-05 14:00:00+00:00,3,1,7,60,0,0,0,1,0,0,0,0,0,0,0,17.0,4.0,19.5,1.0,2.5,1,0.04,0.14,0.18,0.32,4.9,-1641,26952,1256,2897
8,2,20,0,True,2024-08-17 14:00:00+00:00,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,0,16779,0,0
8,11,2,0,False,2024-08-24 16:30:00+00:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-3242,17038,708,3950
8,21,5,0,True,2024-08-31 11:30:00+00:00,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.9,-2401,15992,828,3229
8,39,18,0,False,2024-09-15 13:00:00+00:00,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.9,-1679,15388,672,2351
8,47,13,1,False,2024-09-22 15:30:00+00:00,2,2,5,16,0,0,0,1,0,0,0,0,0,0,0,-1.0,5.2,0.0,0.0,0.5,0,0.00,0.00,0.00,0.99,4.9,-747,15120,390,1137
8,51,11,0,True,2024-09-28 14:00:00+00:00,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.8,-175,15474,948,1123
8,61,17,1,True,2024-10-05 14:00:00+00:00,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,3.0,2.4,0.3,0.0,0.3,0,0.00,0.00,0.00,0.04,4.8,395,16462,1626,1231
9,2,20,3,True,2024-08-17 14:00:00+00:00,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,16.0,13.6,36.7,25.0,7.5,1,0.08,0.19,0.27,0.47,7.0,0,253825,0,0
9,11,2,3,False,2024-08-24 16:30:00+00:00,0,2,2,64,0,0,1,0,0,0,0,0,0,0,0,9.0,6.4,26.3,10.0,4.3,1,0.00,0.41,0.41,1.12,7.0,-12758,275265,21172,33930
9,21,5,1,True,2024-08-31 11:30:00+00:00,1,1,3,16,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.5,0.0,0.0,0,0.00,0.00,0.00,0.65,7.0,-35321,249418,21818,57139
9,39,18,3,False,2024-09-15 13:00:00+00:00,0,1,4,79,0,0,1,0,0,0,0,0,0,0,0,18.0,22.8,25.6,31.0,7.9,1,0.17,0.14,0.31,0.61,6.9,-54816,200769,8634,63450
9,47,13,5,False,2024-09-22 15:30:00+00:00,2,2,5,86,0,1,0,1,0,0,0,0,0,0,0,18.0,25.2,25.0,4.0,5.4,1,0.00,0.06,0.06,1.48,6.9,-14687,190107,6790,21477
9,51,11,13,True,2024-09-28 14:00:00+00:00,4,2,6,73,1,1,0,2,0,0,0,0,0,0,3,39.0,52.0,28.2,60.0,14.0,1,0.39,0.55,0.94,0.32,6.9,63186,258966,84010,20824
9,61,17,6,True,2024-10-05 14:00:00+00:00,3,1,7,30,1,0,0,0,0,0,0,0,0,0,0,27.0,35.8,4.3,37.0,7.7,0,0.41,0.04,0.45,0.33,7.0,182858,457536,205106,22248
12,2,20,0,True,2024-08-17 14:00:00+00:00,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,0,16484,0,0
12,11,2,0,False,2024-08-24 16:30:00+00:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-452,20276,2466,2918
12,21,5,0,True,2024-08-31 11:30:00+00:00,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-497,21665,3931,4428
12,39,18,1,False,2024-09-15 13:00:00+00:00,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,5.0,8.2,0.4,0.0,0.9,0,0.00,0.00,0.00,0.09,4.5,3034,26639,7926,4892
12,47,13,0,False,2024-09-22 15:30:00+00:00,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,1086,28148,3531,2445
12,51,11,1,True,2024-09-28 14:00:00+00:00,4,2,6,5,0,0,0,0,0,0,0,0,0,0,0,6.0,6.2,11.0,15.0,3.2,0,0.02,0.16,0.18,0.00,4.5,947,29329,4511,3564
12,61,17,0,True,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,3817,33783,7275,3458
13,2,20,3,True,2024-08-17 14:00:00+00:00,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,16.0,15.0,24.0,15.0,5.4,1,0.02,0.06,0.08,0.47,8.5,0,1391537,0,0
13,11,2,2,False,2024-08-24 16:30:00+00:00,0,2,2,90,0,0,1,0,0,0,0,1,0,0,0,4.0,9.4,34.2,20.0,6.4,1,0.26,0.60,0.86,1.28,8.5,-127842,1384608,28847,156689
13,21,5,2,True,2024-08-31 11:30:00+00:00,1,1,3,73,0,0,0,1,0,0,0,0,0,0,0,9.0,10.0,16.8,25.0,5.2,1,0.18,0.08,0.26,1.18,8.4,-209302,1210007,52692,261994
13,39,18,0,False,2024-09-15 13:00:00+00:00,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,8.3,-509232,715216,16076,525308
13,47,13,0,False,2024-09-22 15:30:00+00:00,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,8.3,-193840,533452,864,194704
13,51,11,0,True,2024-09-28 14:00:00+00:00,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,8.2,-107298,429381,313,107611
13,61,17,0,True,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,8.2,-49859,380805,323,50182
15,2,20,8,True,2024-08-17 14:00:00+00:00,2,0,1,90,0,0,1,0,0,0,0,0,0,3,1,28.0,28.0,0.0,0.0,2.8,1,0.00,0.00,0.00,0.47,5.5,0,2143198,0,0
15,11,2,10,False,2024-08-24 16:30:00+00:00,0,2,2,90,0,0,1,0,0,0,0,0,0,3,3,27.0,28.2,0.0,0.0,2.8,1,0.00,0.00,0.00,1.28,5.5,-16603,2377063,71675,88278
15,21,5,2,True,2024-08-31 11:30:00+00:00,1,1,3,90,0,0,0,1,0,0,0,1,0,3,0,8.0,33.6,0.0,0.0,3.4,1,0.00,0.01,0.01,1.83,5.5,288962,2865351,394083,105121
15,39,18,9,False,2024-09-15 13:00:00+00:00,0,1,4,90,0,0,1,0,0,0,0,0,0,5,2,33.0,41.0,0.0,0.0,4.1,1,0.00,0.00,0.00,0.74,5.5,-96805,2823889,175717,272522
15,47,13,4,False,2024-09-22 15:30:00+00:00,2,2,5,90,0,0,0,2,0,0,0,0,0,9,0,21.0,63.0,0.0,0.0,6.3,1,0.00,0.00,0.00,2.16,5.5,76246,2945014,157350,81104
15,51,11,1,True,2024-09-28 14:00:00+00:00,4,2,6,90,0,0,0,2,0,0,0,0,0,1,0,1.0,10.8,0.0,0.0,1.1,1,0.00,0.00,0.00,0.32,5.6,187739,3172537,492448,304709
15,61,17,2,True,2024-10-05 14:00:00+00:00,3,1,7,90,0,0,0,1,0,0,0,0,0,1,0,6.0,8.0,0.0,0.0,0.8,1,0.00,0.00,0.00,0.65,5.6,123059,3344605,192663,69604
16,2,20,3,True,2024-08-17 14:00:00+00:00,2,0,1,84,0,0,1,0,0,0,0,0,0,0,0,9.0,6.6,13.4,8.0,2.8,1,0.09,0.05,0.14,0.32,6.5,0,552723,0,0
16,11,2,2,False,2024-08-24 16:30:00+00:00,0,2,2,90,0,0,1,0,0,0,0,1,0,0,0,18.0,18.8,12.3,21.0,5.2,1,0.07,0.11,0.18,1.28,6.5,-44297,573607,25416,69713
16,21,5,-2,True,2024-08-31 11:30:00+00:00,1,1,3,48,0,0,0,1,0,0,0,0,1,0,0,-10.0,0.0,1.7,6.0,0.1,1,0.03,0.03,0.06,0.08,6.4,-77123,515468,20951,98074
16,39,18,0,False,2024-09-15 13:00:00+00:00,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,6.3,-213586,302817,1443,215029
16,47,13,1,False,2024-09-22 15:30:00+00:00,2,2,5,90,0,0,0,2,0,0,0,1,0,0,0,2.0,16.6,1.0,2.0,2.0,1,0.00,0.01,0.01,2.16,6.3,-11880,301888,8900,20780
16,51,11,2,True,2024-09-28 14:00:00+00:00,4,2,6,90,0,0,0,2,0,0,0,0,0,0,0,22.0,15.4,29.3,21.0,6.6,1,0.06,0.22,0.28,0.32,6.3,1854,308337,21621,19767
16,61,17,2,True,2024-10-05 14:00:00+00:00,3,1,7,90,0,0,0,1,0,0,0,0,0,0,0,15.0,15.4,54.2,9.0,7.9,1,0.14,0.20,0.34,0.65,6.3,-8363,304048,13006,21369
17,2,20,12,True,2024-08-17 14:00:00+00:00,2,0,1,79,1,1,1,0,0,0,0,1,0,0,2,42.0,64.2,61.7,78.0,20.4,1,0.35,0.37,0.72,0.32,10.0,0,2763895,0,0
17,11,2,6,False,2024-08-24 16:30:00+00:00,0,2,2,87,0,1,1,0,0,0,0,0,0,0,0,21.0,27.8,27.4,27.0,8.2,1,0.05,0.10,0.15,1.25,10.0,141942,3227441,240288,98346
17,21,5,6,True,2024-08-31 11:30:00+00:00,1,1,3,90,0,1,0,1,0,0,0,0,0,0,1,21.0,34.8,21.2,88.0,14.4,1,0.95,0.20,1.15,1.83,10.1,99888,3421437,349415,249527
17,39,18,7,False,2024-09-15 13:00:00+00:00,0,1,4,85,0,1,1,0,0,0,0,0,0,0,1,25.0,27.0,35.0,13.0,7.5,1,0.05,0.35,0.40,0.65,10.1,-374238,3080836,222878,597116
17,47,13,4,False,2024-09-22 15:30:00+00:00,2,2,5,45,0,1,0,1,0,0,0,0,0,0,0,19.0,18.6,28.8,0.0,4.7,1,0.00,0.41,0.41,0.60,10.0,-162362,2931215,93151,255513
17,51,11,3,True,2024-09-28 14:00:00+00:00,4,2,6,90,0,0,0,2,0,0,0,0,0,0,1,37.0,38.6,114.3,62.0,21.5,1,0.29,0.79,1.08,0.32,10.1,562324,3545117,685947,123623
17,61,17,16,True,2024-10-05 14:00:00+00:00,3,1,7,90,1,2,0,1,0,0,0,0,0,0,3,67.0,84.2,90.0,73.0,24.7,1,0.31,0.93,1.24,0.65,10.1,-59558,3491722,188957,248515
18,2,20,6,True,2024-08-17 14:00:00+00:00,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,26.0,14.8,0.9,0.0,1.6,1,0.00,0.00,0.00,0.47,6.0,0,3490919,0,0
18,11,2,6,False,2024-08-24 16:30:00+00:00,0,2,2,90,0,0,1,0,0,0,0,0,0,0,0,24.0,23.8,1.2,0.0,2.5,1,0.00,0.01,0.01,1.28,6.0,-54391,3770895,71155,125546
18,21,5,2,True,2024-08-31 11:30:00+00:00,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,10.0,22.0,1.3,0.0,2.3,1,0.00,0.01,0.01,1.83,6.0,16354,3954073,186343,169989
18,39,18,5,False,2024-09-15 13:00:00+00:00,0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,22.0,8.2,0.4,2.0,1.1,1,0.00,0.01,0.01,0.74,6.0,-294232,3736254,95758,389990
18,47,13,1,False,2024-09-22 15:30:00+00:00,2,2,5,90,0,0,0,2,0,0,0,0,0,0,0,7.0,24.2,0.3,0.0,2.5,1,0.00,0.00,0.00,2.16,6.0,-106785,3663934,39461,146246
18,51,11,0,True,2024-09-28 14:00:00+00:00,4,2,6,90,0,0,0,2,0,0,0,1,0,0,0,4.0,13.0,1.5,0.0,1.5,1,0.00,0.01,0.01,0.32,6.0,-135179,3563681,170729,305908
18,61,17,2,True,2024-10-05 14:00:00+00:00,3,1,7,90,0,0,0,1,0,0,0,0,0,0,0,10.0,13.4,4.0,2.0,1.9,1,0.00,0.03,0.03,0.65,6.0,-164493,3419740,60456,224949
20,2,20,3,True,2024-08-17 14:00:00+00:00,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,16.0,14.4,43.6,1.0,5.9,1,0.06,0.06,0.12,0.47,5.0,0,6975,0,0
20,11,2,11,False,2024-08-24 16:30:00+00:00,0,2,2,90,1,0,1,0,0,0,0,0,0,0,3,27.0,39.4,7.5,8.0,5.5,1,0.10,0.08,0.18,1.28,5.0,2274,14479,4346,2072
20,21,5,1,True,2024-08-31 11:30:00+00:00,1,1,3,90,0,0,0,1,0,0,0,1,0,0,0,8.0,17.0,0.6,0.0,1.8,1,0.00,0.00,0.00,1.83,5.0,98705,147597,120463,21758
20,39,18,3,False,2024-09-15 13:00:00+00:00,0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,12.0,20.0,2.8,0.0,2.3,1,0.00,0.07,0.07,0.74,5.0,3221,152755,38742,35521
20,47,13,1,False,2024-09-22 15:30:00+00:00,2,2,5,90,0,0,0,2,0,0,0,1,0,0,0,11.0,14.0,2.3,2.0,1.8,1,0.00,0.02,0.02,2.16,5.0,-1790,152967,15118,16908
20,51,11,2,True,2024-09-28 14:00:00+00:00,4,2,6,84,0,0,0,2,0,0,0,0,0,0,0,20.0,13.6,23.9,4.0,4.2,1,0.00,0.09,0.09,0.32,5.0,-151,154561,20855,21006
20,61,17,2,True,2024-10-05 14:00:00+00:00,3,1,7,83,0,0,0,1,0,0,0,0,0,0,0,25.0,22.8,12.7,13.0,4.9,1,0.11,0.05,0.16,0.61,5.0,-7167,148749,12757,19924
21,2,20,0,True,2024-08-17 14:00:00+00:00,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,0,5469,0,0
21,11,2,0,False,2024-08-24 16:30:00+00:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-1732,3883,52,1784
21,21,5,0,True,2024-08-31 11:30:00+00:00,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-731,3267,86,817
21,39,18,0,False,2024-09-15 13:00:00+00:00,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-421,2918,121,542
21,47,13,0,False,2024-09-22 15:30:00+00:00,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-178,2761,41,219
21,51,11,0,True,2024-09-28 14:00:00+00:00,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-162,2623,46,208
21,61,17,0,True,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-132,2507,43,175
22,2,20,0,True,2024-08-17 14:00:00+00:00,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,0,8462,0,0
22,11,2,0,False,2024-08-24 16:30:00+00:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.9,-2918,5694,49,2967
22,21,5,0,True,2024-08-31 11:30:00+00:00,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.9,-1171,4687,86,1257
22,39,18,0,False,2024-09-15 13:00:00+00:00,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.9,-676,4106,117,793
22,47,13,0,False,2024-09-22 15:30:00+00:00,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.8,-276,3893,49,325
