element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,GW,minutes_played,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,Cost,transfers_balance,selected,transfers_in,transfers_out
67,68,11,0,False,2024-10-05 14:00:00+00:00,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-957,8658,0,957
68,6,16,0,False,2024-08-17 14:00:00+00:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,0,30926,0,0
68,12,15,0,True,2024-08-25 13:00:00+00:00,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-954,35672,2017,2971
68,24,8,0,False,2024-08-31 14:00:00+00:00,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-361,37622,3706,4067
68,32,6,0,True,2024-09-14 19:00:00+00:00,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-352,38808,3760,4112
68,46,12,0,False,2024-09-21 14:00:00+00:00,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-657,38605,1345,2002
68,52,17,0,True,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-304,38998,2140,2444
68,68,11,0,False,2024-10-05 14:00:00+00:00,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-112,39363,1706,1818
69,6,16,1,False,2024-08-17 14:00:00+00:00,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,4.0,3.2,10.6,2.0,1.6,0,0.00,0.00,0.00,0.28,4.5,0,123937,0,0
69,12,15,1,True,2024-08-25 13:00:00+00:00,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.06,4.5,52407,227529,76066,23659
69,24,8,0,False,2024-08-31 14:00:00+00:00,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,187889,455405,304019,116130
69,32,6,0,True,2024-09-14 19:00:00+00:00,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-116348,320505,0,116348
69,46,12,0,False,2024-09-21 14:00:00+00:00,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-44079,281123,0,44079
69,52,17,0,True,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-41903,239672,0,41903
69,68,11,0,False,2024-10-05 14:00:00+00:00,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-22432,217933,0,22432
70,6,16,1,False,2024-08-17 14:00:00+00:00,1,1,1,90,0,0,0,1,0,0,0,1,0,0,0,5.0,12.0,12.7,2.0,2.7,1,0.00,0.01,0.01,1.30,4.5,0,40065,0,0
70,12,15,2,True,2024-08-25 13:00:00+00:00,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,4.0,14.8,2.9,2.0,2.0,1,0.00,0.01,0.01,1.61,4.5,-2474,41715,1374,3848
70,24,8,1,False,2024-08-31 14:00:00+00:00,2,3,3,65,0,0,0,2,0,0,0,0,0,0,0,3.0,8.2,19.6,4.0,3.2,1,0.01,0.06,0.07,1.71,4.5,1897,46129,6136,4239
70,32,6,2,True,2024-09-14 19:00:00+00:00,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,9.0,9.4,0.3,3.0,1.3,1,0.07,0.00,0.07,0.78,4.5,-5775,41068,1819,7594
70,46,12,1,False,2024-09-21 14:00:00+00:00,3,0,5,90,0,0,0,3,0,0,0,0,0,0,0,7.0,18.0,26.6,1.0,4.6,1,0.01,0.09,0.10,2.06,4.5,-1152,40682,1889,3041
70,52,17,1,True,2024-09-30 19:00:00+00:00,3,1,6,90,0,0,0,1,0,0,0,1,0,0,0,3.0,8.4,2.8,8.0,1.9,1,0.02,0.01,0.03,0.60,4.5,12173,54714,22126,9953
70,68,11,2,False,2024-10-05 14:00:00+00:00,1,0,7,62,0,0,0,1,0,0,0,0,0,0,0,7.0,5.6,7.7,0.0,1.3,1,0.00,0.03,0.03,0.76,4.5,-1129,53365,3572,4701
71,6,16,0,False,2024-08-17 14:00:00+00:00,1,1,1,26,0,0,0,0,0,0,0,1,0,0,0,0.0,1.8,6.7,6.0,1.5,0,0.00,0.02,0.02,0.28,5.5,0,38451,0,0
71,12,15,3,True,2024-08-25 13:00:00+00:00,1,1,2,71,0,0,1,0,0,0,0,0,0,0,0,2.0,1.8,25.9,11.0,3.9,1,0.04,0.13,0.17,0.59,5.4,-7376,34210,1050,8426
71,24,8,5,False,2024-08-31 14:00:00+00:00,2,3,3,90,0,1,0,2,0,0,0,0,0,0,0,22.0,34.0,37.1,8.0,7.9,1,0.10,0.27,0.37,1.97,5.4,-3292,32016,2727,6019
71,32,6,2,True,2024-09-14 19:00:00+00:00,0,1,4,74,0,0,1,0,0,0,0,1,0,0,0,7.0,9.8,11.3,42.0,6.3,1,0.29,0.02,0.31,0.47,5.4,-239,33155,5126,5365
71,46,12,0,False,2024-09-21 14:00:00+00:00,3,0,5,45,0,0,0,3,0,0,0,1,0,0,0,0.0,0.0,0.4,29.0,2.9,1,0.14,0.00,0.14,1.10,5.4,-1380,32056,2039,3419
71,52,17,1,True,2024-09-30 19:00:00+00:00,3,1,6,29,0,0,0,0,0,0,0,0,0,0,0,3.0,2.6,11.1,11.0,2.5,0,0.07,0.03,0.10,0.07,5.4,-723,31818,3814,4537
71,68,11,1,False,2024-10-05 14:00:00+00:00,1,0,7,45,0,0,0,1,0,0,0,0,0,0,0,4.0,3.2,5.1,23.0,3.1,1,0.10,0.03,0.13,0.76,5.3,-2646,29335,1788,4434
72,6,16,0,False,2024-08-17 14:00:00+00:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,0,6641,0,0
72,12,15,0,True,2024-08-25 13:00:00+00:00,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-917,7211,77,994
72,24,8,0,False,2024-08-31 14:00:00+00:00,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-741,7090,156,897
72,32,6,0,True,2024-09-14 19:00:00+00:00,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-1864,5241,54,1918
72,46,12,0,False,2024-09-21 14:00:00+00:00,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-660,4634,0,660
72,52,17,0,True,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-435,4205,0,435
72,68,11,0,False,2024-10-05 14:00:00+00:00,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-293,3913,0,293
74,6,16,2,False,2024-08-17 14:00:00+00:00,1,1,1,68,0,0,0,1,0,0,0,0,0,0,0,8.0,8.2,3.0,11.0,2.2,1,0.22,0.01,0.23,1.02,5.0,0,1977,0,0
74,12,15,1,True,2024-08-25 13:00:00+00:00,1,1,2,18,0,0,0,1,0,0,0,0,0,0,0,6.0,5.4,0.3,7.0,1.3,0,0.26,0.00,0.26,1.03,5.0,-23,2712,300,323
74,24,8,4,False,2024-08-31 14:00:00+00:00,2,3,3,24,0,1,0,0,0,0,0,0,0,0,0,22.0,27.8,39.1,4.0,7.1,0,0.00,0.78,0.78,0.26,5.0,-235,2682,250,485
74,32,6,0,True,2024-09-14 19:00:00+00:00,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-46,2990,467,513
74,46,12,1,False,2024-09-21 14:00:00+00:00,3,0,5,45,0,0,0,0,0,0,0,0,0,0,0,6.0,7.2,3.8,16.0,2.7,0,0.00,0.01,0.01,0.96,5.0,-614,2369,20,634
74,52,17,8,True,2024-09-30 19:00:00+00:00,3,1,6,60,1,0,0,1,0,0,0,0,0,0,1,31.0,36.6,1.2,29.0,6.7,1,0.42,0.02,0.44,0.53,5.0,-27,2451,174,201
74,68,11,1,False,2024-10-05 14:00:00+00:00,1,0,7,45,0,0,0,0,0,0,0,0,0,0,0,0.0,3.8,13.7,14.0,3.2,0,0.71,0.01,0.72,0.03,5.0,773,3452,1014,241
75,6,16,0,False,2024-08-17 14:00:00+00:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,0,5098,0,0
75,12,15,0,True,2024-08-25 13:00:00+00:00,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-589,4476,0,589
75,24,8,0,False,2024-08-31 14:00:00+00:00,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-339,4141,0,339
75,32,6,0,True,2024-09-14 19:00:00+00:00,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-385,3770,0,385
75,46,12,0,False,2024-09-21 14:00:00+00:00,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-154,3631,0,154
75,52,17,0,True,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-255,3380,0,255
75,68,11,0,False,2024-10-05 14:00:00+00:00,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-92,3288,0,92
76,6,16,1,False,2024-08-17 14:00:00+00:00,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0.0,2.0,0.4,0,0.00,0.00,0.00,0.26,5.0,0,6497,0,0
76,12,15,0,True,2024-08-25 13:00:00+00:00,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-693,6880,275,968
76,24,8,0,False,2024-08-31 14:00:00+00:00,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.9,-1313,5786,248,1561
76,32,6,1,True,2024-09-14 19:00:00+00:00,0,1,4,15,0,0,0,1,0,0,0,0,0,0,0,4.0,3.2,4.7,2.0,1.0,0,0.00,0.09,0.09,0.32,4.8,-857,5053,440,1297
76,46,12,0,False,2024-09-21 14:00:00+00:00,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.8,714,6082,1304,590
76,52,17,0,True,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.8,-54,6147,685,739
76,68,11,0,False,2024-10-05 14:00:00+00:00,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.8,-150,6117,486,636
77,6,16,2,False,2024-08-17 14:00:00+00:00,1,1,1,62,0,0,0,1,0,0,0,0,0,0,0,11.0,22.8,12.8,0.0,3.6,1,0.00,0.01,0.01,1.02,5.0,0,4339,0,0
77,12,15,1,True,2024-08-25 13:00:00+00:00,1,1,2,26,0,0,0,1,0,0,0,0,0,0,0,3.0,3.4,0.3,1.0,0.5,0,0.02,0.01,0.03,1.36,5.0,-166,5356,382,548
77,24,8,1,False,2024-08-31 14:00:00+00:00,2,3,3,24,0,0,0,0,0,0,0,0,0,0,0,4.0,12.6,2.4,0.0,1.5,0,0.00,0.01,0.01,0.26,5.0,-574,5140,349,923
77,32,6,1,True,2024-09-14 19:00:00+00:00,0,1,4,22,0,0,0,1,0,0,0,0,0,0,0,5.0,2.8,0.3,0.0,0.3,0,0.00,0.00,0.00,0.32,4.9,-414,5049,336,750
77,46,12,1,False,2024-09-21 14:00:00+00:00,3,0,5,21,0,0,0,0,0,0,0,0,0,0,0,4.0,5.6,2.0,12.0,2.0,0,0.10,0.02,0.12,0.40,4.9,-197,4959,172,369
77,52,17,1,True,2024-09-30 19:00:00+00:00,3,1,6,14,0,0,0,0,0,0,0,0,0,0,0,3.0,1.2,1.0,2.0,0.4,0,0.00,0.00,0.00,0.02,4.9,-223,4831,184,407
77,68,11,1,False,2024-10-05 14:00:00+00:00,1,0,7,27,0,0,0,0,0,0,0,0,0,0,0,7.0,11.2,21.9,2.0,3.5,0,0.00,0.04,0.04,0.03,4.9,-217,4695,176,393
78,6,16,8,False,2024-08-17 14:00:00+00:00,1,1,1,90,1,0,0,1,0,0,0,0,0,0,1,25.0,39.0,6.7,53.0,9.9,1,0.44,0.04,0.48,1.30,5.5,0,92042,0,0
78,12,15,5,True,2024-08-25 13:00:00+00:00,1,1,2,90,0,1,0,1,0,0,0,0,0,0,0,20.0,26.0,33.9,38.0,9.8,1,0.27,1.23,1.50,1.61,5.5,34280,153277,46515,12235
78,24,8,6,False,2024-08-31 14:00:00+00:00,2,3,3,90,1,0,0,2,0,0,0,1,0,0,0,23.0,40.4,15.8,59.0,11.5,1,0.50,0.03,0.53,1.97,5.5,143450,316904,191022,47572
78,32,6,1,True,2024-09-14 19:00:00+00:00,0,1,4,90,0,0,0,1,0,0,0,1,0,0,0,4.0,0.0,2.3,13.0,1.2,1,0.10,0.03,0.13,0.78,5.6,265962,610621,389980,124018
78,46,12,2,False,2024-09-21 14:00:00+00:00,3,0,5,69,0,0,0,3,0,0,0,0,0,0,0,9.0,8.6,3.2,39.0,5.1,1,0.35,0.01,0.36,1.65,5.6,16404,622698,77210,60806
78,52,17,7,True,2024-09-30 19:00:00+00:00,3,1,6,88,1,0,0,1,0,0,0,0,0,0,0,24.0,39.8,23.6,31.0,9.4,1,0.20,0.10,0.30,0.60,5.7,432986,1075028,521955,88969
78,68,11,2,False,2024-10-05 14:00:00+00:00,1,0,7,90,0,0,0,1,0,0,0,0,0,0,0,13.0,13.2,15.0,24.0,5.2,1,0.26,0.04,0.30,0.79,5.7,102342,1178610,166631,64289
79,6,16,0,False,2024-08-17 14:00:00+00:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,0,91548,0,0
79,12,15,1,True,2024-08-25 13:00:00+00:00,1,1,2,90,0,0,0,1,0,0,0,1,0,0,0,11.0,29.4,5.3,2.0,3.7,1,0.00,0.03,0.03,1.61,5.0,-15927,80441,1473,17400
79,24,8,1,False,2024-08-31 14:00:00+00:00,2,3,3,76,0,0,0,2,0,0,0,0,0,0,0,6.0,19.4,5.3,2.0,2.7,1,0.00,0.05,0.05,1.89,4.9,-4307,79136,6489,10796
79,32,6,1,True,2024-09-14 19:00:00+00:00,0,1,4,90,0,0,0,1,0,0,0,1,0,0,0,-1.0,25.2,20.3,2.0,4.8,1,0.00,0.01,0.01,0.78,4.9,-11117,69076,2478,13595
79,46,12,0,False,2024-09-21 14:00:00+00:00,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.9,-5078,64873,1254,6332
79,52,17,2,True,2024-09-30 19:00:00+00:00,3,1,6,90,0,0,0,1,0,0,0,0,0,0,0,12.0,31.8,1.2,2.0,3.5,1,0.00,0.16,0.16,0.60,4.8,-2169,63826,5075,7244
79,68,11,1,False,2024-10-05 14:00:00+00:00,1,0,7,90,0,0,0,1,0,0,0,1,0,0,0,2.0,18.8,13.8,4.0,3.7,1,0.12,0.02,0.14,0.79,4.8,-768,63649,4460,5228
80,6,16,2,False,2024-08-17 14:00:00+00:00,1,1,1,63,0,0,0,1,0,0,0,0,0,0,0,7.0,7.0,1.8,23.0,3.2,1,0.15,0.02,0.17,1.02,5.0,0,17130,0,0
80,12,15,1,True,2024-08-25 13:00:00+00:00,1,1,2,18,0,0,0,1,0,0,0,0,0,0,0,7.0,10.0,10.8,19.0,4.0,0,0.04,0.05,0.09,1.03,5.0,-575,18377,1319,1894
80,24,8,11,False,2024-08-31 14:00:00+00:00,2,3,3,25,1,1,0,0,0,0,0,0,0,0,2,38.0,51.0,17.8,36.0,10.5,0,0.37,0.24,0.61,0.26,5.0,-2892,15915,1030,3922
80,32,6,1,True,2024-09-14 19:00:00+00:00,0,1,4,22,0,0,0,1,0,0,0,0,0,0,0,3.0,2.2,10.3,5.0,1.8,0,0.09,0.00,0.09,0.32,5.0,29679,51718,41868,12189
80,46,12,1,False,2024-09-21 14:00:00+00:00,3,0,5,20,0,0,0,0,0,0,0,0,0,0,0,3.0,11.4,22.9,65.0,9.9,0,0.35,0.01,0.36,0.40,5.0,-224,50533,6649,6873
80,52,17,1,True,2024-09-30 19:00:00+00:00,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,0.0,17.0,2.1,0,0.06,0.00,0.06,0.00,5.0,3714,55206,13022,9308
80,68,11,1,False,2024-10-05 14:00:00+00:00,1,0,7,27,0,0,0,0,0,0,0,0,0,0,0,12.0,9.8,32.4,10.0,5.2,0,0.03,0.59,0.62,0.03,5.0,-6974,48077,3022,9996
81,6,16,2,False,2024-08-17 14:00:00+00:00,1,1,1,62,0,0,0,1,0,0,0,0,0,0,0,8.0,7.8,4.5,0.0,1.2,1,0.00,0.01,0.01,1.02,4.5,0,14466,0,0
81,12,15,1,True,2024-08-25 13:00:00+00:00,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,0.0,0.0,0.2,0,0.00,0.00,0.00,0.06,4.5,-605,17671,808,1413
81,24,8,1,False,2024-08-31 14:00:00+00:00,2,3,3,13,0,0,0,0,0,0,0,0,0,0,0,5.0,5.4,10.0,0.0,1.5,0,0.00,0.00,0.00,0.08,4.5,-818,17855,1192,2010
81,32,6,5,True,2024-09-14 19:00:00+00:00,0,1,4,74,0,0,1,0,0,0,0,1,0,0,0,19.0,10.4,0.4,0.0,1.1,1,0.00,0.00,0.00,0.47,4.5,-1468,17161,586,2054
81,46,12,1,False,2024-09-21 14:00:00+00:00,3,0,5,21,0,0,0,0,0,0,0,0,0,0,0,4.0,5.0,0.0,0.0,0.5,0,0.00,0.00,0.00,0.40,4.5,559,18408,1534,975
81,52,17,2,True,2024-09-30 19:00:00+00:00,3,1,6,90,0,0,0,1,0,0,0,0,0,0,0,8.0,5.8,2.6,0.0,0.8,1,0.00,0.01,0.01,0.60,4.5,2993,22419,5177,2184
81,68,11,2,False,2024-10-05 14:00:00+00:00,1,0,7,62,0,0,0,1,0,0,0,0,0,0,0,3.0,4.6,1.3,2.0,0.8,1,0.00,0.00,0.00,0.76,4.5,1640,24317,3754,2114
83,6,16,2,False,2024-08-17 14:00:00+00:00,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,14.0,10.2,41.4,27.0,7.9,1,0.42,0.12,0.54,1.30,5.5,0,14476,0,0
83,12,15,9,True,2024-08-25 13:00:00+00:00,1,1,2,84,1,0,0,1,0,0,0,0,0,0,2,32.0,46.4,48.8,35.0,13.0,1,0.84,0.04,0.88,1.56,5.5,-1331,15285,673,2004
83,24,8,2,False,2024-08-31 14:00:00+00:00,2,3,3,90,0,0,0,2,0,0,0,0,0,0,0,6.0,21.0,30.8,81.0,13.3,1,0.66,0.22,0.88,1.97,5.5,11543,31663,15632,4089
83,32,6,3,True,2024-09-14 19:00:00+00:00,0,1,4,82,0,0,1,0,0,0,0,0,0,0,0,9.0,14.8,34.7,24.0,7.4,1,0.10,0.26,0.36,0.48,5.5,-1922,30733,7743,9665
83,46,12,2,False,2024-09-21 14:00:00+00:00,3,0,5,90,0,0,0,3,0,0,0,0,0,0,0,17.0,16.0,41.8,2.0,6.0,1,0.02,0.07,0.09,2.06,5.5,3763,35852,8482,4719
83,52,17,4,True,2024-09-30 19:00:00+00:00,3,1,6,75,0,1,0,1,0,0,0,1,0,0,0,18.0,22.4,25.6,9.0,5.7,1,0.04,0.11,0.15,0.58,5.5,9278,46358,16276,6998
83,68,11,2,False,2024-10-05 14:00:00+00:00,1,0,7,90,0,0,0,1,0,0,0,0,0,0,0,5.0,11.8,30.4,7.0,4.9,1,0.14,0.06,0.20,0.79,5.5,929,47725,6946,6017
84,6,16,0,False,2024-08-17 14:00:00+00:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,0,14323,0,0
84,12,15,0,True,2024-08-25 13:00:00+00:00,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-1517,15135,189,1706
84,24,8,0,False,2024-08-31 14:00:00+00:00,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-1065,15067,496,1561
84,32,6,2,True,2024-09-14 19:00:00+00:00,0,1,4,90,0,0,0,1,0,0,0,0,0,2,0,8.0,14.4,0.0,0.0,1.4,1,0.00,0.00,0.00,0.78,4.5,-847,15181,792,1639
84,46,12,0,False,2024-09-21 14:00:00+00:00,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-204,15304,617,821
84,52,17,0,True,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-517,14982,550,1067
84,68,11,0,False,2024-10-05 14:00:00+00:00,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-273,14913,490,763
85,6,16,2,False,2024-08-17 14:00:00+00:00,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,9.0,15.6,1.1,0.0,1.7,1,0.00,0.02,0.02,1.30,4.5,0,37460,0,0
85,12,15,2,True,2024-08-25 13:00:00+00:00,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,13.0,16.6,0.6,0.0,1.7,1,0.00,0.01,0.01,1.61,4.5,-1810,38888,979,2789
85,24,8,1,False,2024-08-31 14:00:00+00:00,2,3,3,90,0,0,0,2,0,0,0,0,0,0,0,6.0,20.8,0.2,10.0,3.1,1,0.19,0.00,0.19,1.97,4.5,2938,44244,6849,3911
85,32,6,2,True,2024-09-14 19:00:00+00:00,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,8.0,8.8,10.5,0.0,1.9,1,0.00,0.01,0.01,0.78,4.5,-6158,38452,1724,7882
85,46,12,1,False,2024-09-21 14:00:00+00:00,3,0,5,90,0,0,0,3,0,0,0,0,0,0,0,10.0,31.4,1.3,0.0,3.3,1,0.00,0.01,0.01,2.06,4.5,-2055,36971,758,2813
85,52,17,2,True,2024-09-30 19:00:00+00:00,3,1,6,90,0,0,0,1,0,0,0,0,0,0,0,6.0,9.6,1.0,0.0,1.1,1,0.00,0.00,0.00,0.60,4.5,2861,40745,6433,3572
85,68,11,2,False,2024-10-05 14:00:00+00:00,1,0,7,90,0,0,0,1,0,0,0,0,0,0,0,10.0,10.4,0.9,4.0,1.5,1,0.11,0.01,0.12,0.79,4.5,-528,40351,2660,3188
152,9,13,0,True,2024-08-18 15:30:00+00:00,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,0,27495,0,0
152,20,20,0,False,2024-08-25 13:00:00+00:00,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-2807,30908,1457,4264
152,24,8,3,False,2024-08-31 14:00:00+00:00,2,3,3,90,0,0,0,2,0,0,0,0,0,6,0,12.0,44.0,0.0,0.0,4.4,1,0.00,0.00,0.00,1.97,4.5,5839,40493,12276,6437
152,32,6,0,True,2024-09-14 19:00:00+00:00,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,4076,46983,18015,13939
152,46,12,4,False,2024-09-21 14:00:00+00:00,3,0,5,90,0,0,0,3,0,0,0,0,0,9,0,14.0,59.4,0.0,0.0,5.9,1,0.00,0.00,0.00,2.06,4.5,439,48397,3607,3168
152,52,17,2,True,2024-09-30 19:00:00+00:00,3,1,6,90,0,0,0,1,0,0,0,0,0,2,0,7.0,16.2,0.0,0.0,1.6,1,0.00,0.00,0.00,0.60,4.5,25458,78472,32104,6646
152,68,11,2,False,2024-10-05 14:00:00+00:00,1,0,7,90,0,0,0,1,0,0,0,0,0,1,0,10.0,9.6,0.0,0.0,1.0,1,0.00,0.00,0.00,0.79,4.5,10419,89581,17650,7231
580,6,16,2,False,2024-08-17 14:00:00+00:00,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,9.0,24.8,0.4,0.0,2.5,1,0.00,0.01,0.01,1.30,4.5,0,9224,0,0
580,12,15,0,True,2024-08-25 13:00:00+00:00,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,240,12187,1087,847
580,24,8,1,False,2024-08-31 14:00:00+00:00,2,3,3,13,0,0,0,0,0,0,0,0,0,0,0,4.0,7.2,10.5,0.0,1.8,0,0.00,0.00,0.00,0.08,4.5,-1030,11915,576,1606
580,32,6,0,True,2024-09-14 19:00:00+00:00,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-1098,11489,265,1363
580,46,12,0,False,2024-09-21 14:00:00+00:00,3,0,5,90,0,0,0,3,0,0,0,1,0,0,0,-3.0,7.0,20.5,4.0,3.2,1,0.04,0.00,0.04,2.06,4.5,-756,11013,87,843
